Unique Id,Code,Origin,Complexity,Severity,Category,Description,Message,InputType,OutputType,File,Line,Column,Lines,SourceCode
2777,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,40,1,eventArgs
2779,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,40,1,eventArgs
2781,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,26,1,""".Invoke(thi, eventArgs)"""
2783,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,26,1,""".Invoke(thi, eventArgs)"""
2785,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCondAccess -> CSExpr"" does not have any transformation rule to apply.",CSCondAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,13,6,"""            //if (m_TurnOnNetworkListener & (m_NetworkObject == null))
            //{
            //    m_NetworkObject = new Network();
            //    m_NetworkObject.NetworkAvailabilityChanged += NetworkAvailableEventAdaptor;
            // }
            this.Startup?.Invoke(thi, eventArgs)"""
2787,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCondAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,13,6,"""            //if (m_TurnOnNetworkListener & (m_NetworkObject == null))
            //{
            //    m_NetworkObject = new Network();
            //    m_NetworkObject.NetworkAvailabilityChanged += NetworkAvailableEventAdaptor;
            // }
            this.Startup?.Invoke(thi, eventArgs)"""
2789,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,13,6,"""            //if (m_TurnOnNetworkListener & (m_NetworkObject == null))
            //{
            //    m_NetworkObject = new Network();
            //    m_NetworkObject.NetworkAvailabilityChanged += NetworkAvailableEventAdaptor;
            // }
            this.Startup?.Invoke(thi, eventArgs);"""
2791,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,13,6,"""            //if (m_TurnOnNetworkListener & (m_NetworkObject == null))
            //{
            //    m_NetworkObject = new Network();
            //    m_NetworkObject.NetworkAvailabilityChanged += NetworkAvailableEventAdaptor;
            // }
            this.Startup?.Invoke(thi, eventArgs);"""
2793,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,283,21,1,eventArgs
2795,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,283,21,1,eventArgs
2797,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,283,21,1,eventArgs.Cancel
2799,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,283,21,1,eventArgs.Cancel
2801,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSNot -> CSExpr"" does not have any transformation rule to apply.",CSNot,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,283,20,1,!eventArgs.Cancel
2803,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSNot,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,283,20,1,!eventArgs.Cancel
2805,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSMethod -> CSMethod"" does not have any transformation rule to apply.",CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,274,9,19,"""

        /// <summary>
        /// allows for code to run when the application
        ///     starts.
        /// </summary>
        /// <param name'eventArgs'></param>
        /// <returns></returns>
        protected virtual bool OnStartup(StartupEventArgs eventArgs)
        {
            eventArgs.Cancel = false;
            //if (m_TurnOnNetworkListener & (m_NetworkObject == null))
            //{
            //    m_NetworkObject = new Network();
            //    m_Network"""
2807,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,274,9,19,"""

        /// <summary>
        /// allows for code to run when the application
        ///     starts.
        /// </summary>
        /// <param name'eventArgs'></param>
        /// <returns></returns>
        protected virtual bool OnStartup(StartupEventArgs eventArgs)
        {
            eventArgs.Cancel = false;
            //if (m_TurnOnNetworkListener & (m_NetworkObject == null))
            //{
            //    m_NetworkObject = new Network();
            //    m_Network"""
2809,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,291,54,1,StartupNextInstanceEventArgs
2811,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,291,54,1,StartupNextInstanceEventArgs
2813,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,291,54,1,StartupNextInstanceEventArgs eventArgs
2815,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,291,54,1,StartupNextInstanceEventArgs eventArgs
2817,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSMethod -> CSMethod"" does not have any transformation rule to apply.",CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,291,9,10,"""
        /// <summary>
        /// allows for code to run when a subsequent
        ///     instance of a single-instance application starts.
        /// </summary>
        /// <param name'eventArgs'></param>
        protected virtual void OnStartupNextInstance(StartupNextInstanceEventArgs eventArgs)
        {

        }"""
2819,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,291,9,10,"""
        /// <summary>
        /// allows for code to run when a subsequent
        ///     instance of a single-instance application starts.
        /// </summary>
        /// <param name'eventArgs'></param>
        protected virtual void OnStartupNextInstance(StartupNextInstanceEventArgs eventArgs)
        {

        }"""
2821,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,302,53,1,UnhandledExceptionEventArgs
2823,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,302,53,1,UnhandledExceptionEventArgs
2825,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,302,53,1,UnhandledExceptionEventArgs e
2827,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,302,53,1,UnhandledExceptionEventArgs e
2829,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,304,20,1,false
2831,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,304,20,1,false
2833,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSMethod -> CSMethod"" does not have any transformation rule to apply.",CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,302,9,11,"""
        /// <summary>
        /// allows for code to run when an unhandled
        ///     exception occurs in the application.
        /// </summary>
        /// <param name'e'></param>
        /// <returns></returns>
        protected virtual bool OnUnhandledException(UnhandledExceptionEventArgs e)
        {
            return false;
        }"""
2835,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,302,9,11,"""
        /// <summary>
        /// allows for code to run when an unhandled
        ///     exception occurs in the application.
        /// </summary>
        /// <param name'e'></param>
        /// <returns></returns>
        protected virtual bool OnUnhandledException(UnhandledExceptionEventArgs e)
        {
            return false;
        }"""
2837,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,308,52,1,object sender
2839,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,308,52,1,object sender
2841,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,308,67,1,ElapsedEventArgs
2843,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,308,67,1,ElapsedEventArgs
2845,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,308,67,1,ElapsedEventArgs e
2847,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,308,67,1,ElapsedEventArgs e
2849,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,310,17,1,m_SplashTimer
2851,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,310,17,1,m_SplashTimer
2853,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,310,34,1,null
2855,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,310,34,1,null
2857,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,312,17,1,"                m_SplashTimer"
2859,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,312,17,1,"                m_SplashTimer"
2861,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,312,17,1,"                m_SplashTimer.Dispose"
2863,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,312,17,1,"                m_SplashTimer.Dispose"
2865,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,312,17,1,"                m_SplashTimer.Dispose()"
2867,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,312,17,1,"                m_SplashTimer.Dispose()"
2869,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,312,17,1,"                m_SplashTimer.Dispose();"
